Credential ID,Name,Type,Business Name,DBA,Full Credential Code,Credential Type,Credential Number,Credential Subcategory,Credential,Status,Status Reason,Active,Issue Date,Effective Date,Expiration Date,Address,City,State,Zip Code,Date Record Refreshed ,Location
2247103,SANFORD LABORATORIES MOBILE LABORATORIES,BUSINESS,SANFORD LABORATORIES MOBILE LABORATORIES,SANFORD LABORATORIES MOBILE LABORATORIES,CLAB.0001048,CLAB,1048,,Clinical Laboratory,INACTIVE,VOLUNTARILY SURRENDERED,0,06/18/2021 12:00:00 AM,06/18/2021 12:00:00 AM,06/30/2023 12:00:00 AM,100 CAPITAL BLVD,ROCKY HILL,CT,60673575,01/13/2022 12:00:00 AM,POINT (-72.66865201 41.649728008)
929115,BAL RIDGEFIELD LLC,LIMITED LIABILITY COMPANY,BAL RIDGEFIELD LLC,Benchmark Senior Living at Ridgefield Crossings,ALSA.0000129,ALSA,129,,Assisted Living Service Agency,ACTIVE,CURRENT,1,12/01/2008 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,640 DANBURY RD,RIDGEFIELD,CT,68772740,11/07/2022 12:00:00 AM,POINT (-73.473825005 41.322486019)
2090117,"PIERCE MEMORIAL BAPTIST HOME, INC.",CORPORATION,"PIERCE MEMORIAL BAPTIST HOME, INC.","PIERCE MEMORIAL BAPTIST HOME, INC.",CCNH.0002458,CCNH,2458,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,10/07/2020 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,44 CANTERBURY RD,BROOKLYN,CT,62341914,12/01/2022 12:00:00 AM,POINT (-71.949499766 41.785111834)
929647,RIDGEFIELD SURGICAL CENTER LLC,BUSINESS,RIDGEFIELD SURGICAL CENTER LLC,"RIDGEFIELD SURGICAL CENTER, LLC",ASC.0000294,ASC,294,,Out-Patient Surgical Facility,INACTIVE,VOLUNTARILY SURRENDERED,0,07/01/2008 12:00:00 AM,07/01/2010 12:00:00 AM,06/30/2012 12:00:00 AM,901 Ethan Allen Highway,Ridgefield,CT,6877,08/16/2011 12:00:00 AM,POINT (-73.475873039 41.316109989)
2385882,VANDERMAN PLACE,LIMITED LIABILITY COMPANY,VANDERMAN PLACE,VANDERMAN PLACE,CCNH.0002471,CCNH,2471,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,07/22/2022 12:00:00 AM,07/17/2022 12:00:00 AM,06/30/2024 12:00:00 AM,595 VALLEY ST,WILLIMANTIC,CT,62261901,01/24/2024 12:00:00 AM,POINT (-72.228602009 41.717437986)
930602,1 EMERSON DRIVE SOUTH OPERATIONS LLC,BUSINESS,1 EMERSON DRIVE SOUTH OPERATIONS LLC,KIMBERLY HALL SOUTH,CCNH.001075C,CCNH,1075C,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,10/01/2008 12:00:00 AM,10/01/2010 12:00:00 AM,09/30/2012 12:00:00 AM,1 EMERSON DRIVE,WINDSOR,CT,6095,05/03/2011 12:00:00 AM,POINT (-72.666716 41.837849405)
929099,SAINT FRANCIS GI ENDOSCOPY LLC,LIMITED LIABILITY COMPANY,SAINT FRANCIS GI ENDOSCOPY LLC,"SAINT FRANCIS GI ENDOSCOPY, LLC",ASC.0000321,ASC,321,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,10/30/2008 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,360 BLOOMFIELD AVE STE 204,WINDSOR,CT,60952700,10/13/2022 12:00:00 AM,POINT (-72.66280404 41.854316016)
1337847,REGALCARE AT PROSPECT,LIMITED LIABILITY COMPANY,REGALCARE AT PROSPECT,REGALCARE AT PROSPECT,CCNH.0002423,CCNH,2423,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,03/04/2016 12:00:00 AM,01/01/2018 12:00:00 AM,12/31/2019 12:00:00 AM,25 ROYAL CREST DR,PROSPECT,CT,67121486,11/08/2021 12:00:00 AM,POINT (-72.970859014 41.513919007)
2245082,PROHEALTH PHYSICIANS LABORATORY,CORPORATION,PROHEALTH PHYSICIANS LABORATORY,PROHEALTH PHYSICIANS LABORATORY,CLAB.0000925,CLAB,925,,Clinical Laboratory,ACTIVE IN RENEWAL,ACTIVE,1,06/08/2004 12:00:00 AM,07/01/2022 12:00:00 AM,06/30/2024 12:00:00 AM,950 YALE AVE,WALLINGFORD,CT,6492,01/11/2024 12:00:00 AM,POINT (-72.807005966 41.490504998)
2231251,WOODLAKE AT TOLLAND,LIMITED LIABILITY COMPANY,WOODLAKE AT TOLLAND,WOODLAKE AT TOLLAND,CCNH.0002459,CCNH,2459,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,07/02/2021 12:00:00 AM,07/01/2023 12:00:00 AM,06/30/2025 12:00:00 AM,26 SHENIPSIT LAKE RD,TOLLAND,CT,60842332,06/23/2023 12:00:00 AM,POINT (-72.413016033 41.872382998)
2247562,SMILOW-TORRINGTON,NON-PROFIT CORPORATION,SMILOW-TORRINGTON,SMILOW-TORRINGTON,CLAB.0000712,CLAB,712,,Clinical Laboratory,ACTIVE,CURRENT,1,01/11/1993 12:00:00 AM,04/01/2023 12:00:00 AM,03/31/2025 12:00:00 AM,200 KENNEDY DR,TORRINGTON,CT,67903096,03/24/2023 12:00:00 AM,POINT (-73.104756984 41.827682979)
2237578,"DIANON SYSTEMS, INC.",CORPORATION,"DIANON SYSTEMS, INC.","DIANON SYSTEMS, INC.",CLAB.0000356,CLAB,356,,Clinical Laboratory,ACTIVE,CURRENT,1,07/28/2006 12:00:00 AM,01/01/2024 12:00:00 AM,12/31/2025 12:00:00 AM,1 FOREST PKWY,SHELTON,CT,64846147,12/08/2023 12:00:00 AM,POINT (-73.107323019 41.285952991)
2572206,JUNIPER HOMECARE AT IMMANUEL HOUSE,BUSINESS,JUNIPER HOMECARE AT IMMANUEL HOUSE,JUNIPER HOMECARE AT IMMANUEL HOUSE,ALSA,ALSA,,,Assisted Living Service Agency,PENDING,APPLICATION PENDING,0,,,,15 WOODLAND ST,HARTFORD,CT,61052304,01/23/2024 12:00:00 AM,POINT (-72.702768032 41.76838399)
2382873,RIDGEFIELD STATION,LIMITED LIABILITY COMPANY,RIDGEFIELD STATION,RIDGEFIELD STATION,ALSA.0000234,ALSA,234,,Assisted Living Service Agency,ACTIVE IN RENEWAL,CURRENT,1,06/24/2022 12:00:00 AM,06/23/2022 12:00:00 AM,03/31/2024 12:00:00 AM,55 OLD QUARRY ROAD,RIDGEFIELD,CT,6877,06/24/2022 12:00:00 AM,POINT (-73.492283786 41.288148099)
929944,CONNECTICUT HEALTH OF GREENWICH LLC,BUSINESS,CONNECTICUT HEALTH OF GREENWICH LLC,CONNECTICUT HEALTH OF GREENWICH,CCNH.0002311,CCNH,2311,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,10/01/2009 12:00:00 AM,10/01/2011 12:00:00 AM,09/30/2013 12:00:00 AM,1188 KING Street,GREENWICH,CT,6831,10/24/2012 12:00:00 AM,POINT (-73.695703034 41.06252498)
934587,MIDDLESEX CENTER FOR ADVANCED ORTHOPEDIC SURGERY LLC,LIMITED LIABILITY COMPANY,MIDDLESEX CENTER FOR ADVANCED ORTHOPEDIC SURGERY LLC,"MIDDLESEX CENTER FOR ADVANCED ORTHOPEDIC SURGERY, LLC",ASC.0000329,ASC,329,,Out-Patient Surgical Facility,ACTIVE IN RENEWAL,CURRENT,1,06/04/2010 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,510 SAYBROOK RD,MIDDLETOWN,CT,64574789,01/16/2024 12:00:00 AM,POINT (-72.622930973 41.540618051)
929536,REGENCY HEIGHTS OF DANIELSON LLC,BUSINESS,REGENCY HEIGHTS OF DANIELSON LLC,"REGENCY HEIGHTS OF DANIELSON, LLC",CCNH.0002358,CCNH,2358,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,09/16/2009 12:00:00 AM,07/01/2013 12:00:00 AM,06/30/2015 12:00:00 AM,111 WESTCOTT RD,DANIELSON,CT,62392929,07/08/2015 12:00:00 AM,POINT (-71.873987993 41.808534019)
1337778,REGALCARE AT TORRINGTON,LIMITED LIABILITY COMPANY,REGALCARE AT TORRINGTON,REGALCARE AT TORRINGTON,CCNH.0002420,CCNH,2420,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,03/04/2016 12:00:00 AM,01/01/2020 12:00:00 AM,12/31/2021 12:00:00 AM,80 FERN DR,TORRINGTON,CT,67903807,11/08/2021 12:00:00 AM,POINT (-73.108394981 41.810584986)
1003704,ATRIA CROSSROADS PLACE,LIMITED LIABILITY COMPANY,ATRIA CROSSROADS PLACE,ATRIA CROSSROADS PLACE,ALSA.0000157,ALSA,157,,Assisted Living Service Agency,ACTIVE,CURRENT,1,06/22/2011 12:00:00 AM,04/01/2023 12:00:00 AM,03/31/2025 12:00:00 AM,1 BEECHWOOD DR,WATERFORD,CT,63851227,11/22/2023 12:00:00 AM,POINT (-72.15750182 41.366619473)
930870,KINDRED NURSING CENTERS EAST L.L.C.,BUSINESS,KINDRED NURSING CENTERS EAST L.L.C.,"KINDRED NURSING AND REHABILITATION-CROSSINGS EAST, NUTMEG PAVILION",CCNH.002212C,CCNH,2212C,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,04/01/2010 12:00:00 AM,04/01/2014 12:00:00 AM,03/31/2016 12:00:00 AM,78 VIETS ST,NEW LONDON,CT,63203354,11/04/2014 12:00:00 AM,POINT (-72.11014602 41.338193999)
1278602,CIVITA CARE CENTER AT CHESHIRE,LIMITED LIABILITY PARTNERSHIP,CIVITA CARE CENTER AT CHESHIRE,CIVITA CARE CENTER AT CHESHIRE,CCNH.0002407,CCNH,2407,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,04/01/2015 12:00:00 AM,04/01/2023 12:00:00 AM,03/31/2025 12:00:00 AM,745 HIGHLAND AVE,CHESHIRE,CT,64101625,07/24/2023 12:00:00 AM,POINT (-72.899241016 41.518038)
2236176,YALE UNIVERSITY SCHOOL OF MEDICINE,NON-PROFIT CORPORATION,YALE UNIVERSITY SCHOOL OF MEDICINE,YALE UNIVERSITY SCHOOL OF MEDICINE,CLAB.0000084,CLAB,84,,Clinical Laboratory,ACTIVE,CURRENT,1,12/13/2005 12:00:00 AM,01/01/2024 12:00:00 AM,12/31/2025 12:00:00 AM,"20 YORK ST., EP 2-607",NEW HAVEN,CT,65103220,12/08/2023 12:00:00 AM,POINT (-72.934950019 41.304884987)
930727,ATRIA STRATFORD,BUSINESS,ATRIA STRATFORD,ATRIA STRATFORD,ALSA.0AL0039,ALSA,AL0039,,Assisted Living Service Agency,CLOSED,CLOSED,0,01/01/2009 12:00:00 AM,01/01/2011 12:00:00 AM,12/31/2012 12:00:00 AM,6911 MAIN ST,STRATFORD,CT,66141360,09/26/2012 12:00:00 AM,POINT (-73.102848005 41.247287985)
930013,SUNRISE WEST HARTFORD ASSISTED LIVING L.L.C.,BUSINESS,SUNRISE WEST HARTFORD ASSISTED LIVING L.L.C.,SUNRISE ASSISTED LIVING OF WEST HARTFORD,ALSA.0000074,ALSA,74,,Assisted Living Service Agency,INACTIVE,,0,01/01/2008 12:00:00 AM,01/01/2008 12:00:00 AM,12/31/2009 12:00:00 AM,22 Simsbury Road,West Hartford,CT,6107,05/18/2010 12:00:00 AM,POINT (-72.723324985 41.79807202)
2406534,ELMBROOK VILLAGE,LIMITED LIABILITY COMPANY (SINGLE MEMBER),ELMBROOK VILLAGE,ELMBROOK VILLAGE,ALSA.0000241,ALSA,241,,Assisted Living Service Agency,ACTIVE,CURRENT,1,01/05/2023 12:00:00 AM,01/05/2023 12:00:00 AM,12/31/2024 12:00:00 AM,380 SALEM TPKE,BOZRAH,CT,63341539,01/05/2023 12:00:00 AM,POINT (-72.139016537 41.50621842)
930615,HEALTH RESOURCES OF COLCHESTER INC.,BUSINESS,HEALTH RESOURCES OF COLCHESTER INC.,HARRINGTON COURT,CCNH.000896C,CCNH,896C,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,10/01/2008 12:00:00 AM,10/01/2010 12:00:00 AM,09/30/2012 12:00:00 AM,59 HARRINGTON CT,COLCHESTER,CT,64151207,10/19/2010 12:00:00 AM,POINT (-72.331821039 41.579600983)
1003943,ATRIA STAMFORD,LIMITED LIABILITY COMPANY,ATRIA STAMFORD,ATRIA STAMFORD,ALSA.0000163,ALSA,163,,Assisted Living Service Agency,ACTIVE,CURRENT,1,06/23/2011 12:00:00 AM,04/01/2023 12:00:00 AM,03/31/2025 12:00:00 AM,77 3RD ST,STAMFORD,CT,69054722,12/15/2023 12:00:00 AM,POINT (-73.538733038 41.065013987)
930302,HEARTH MANAGEMENT LLC,LIMITED LIABILITY COMPANY,HEARTH MANAGEMENT LLC,"HEARTH MANAGEMENT, LLC",ALSA.0000072,ALSA,72,,Assisted Living Service Agency,CLOSED,CLOSED,0,10/01/2009 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,281 WESTERN BLVD.,GLASTONBURY,CT,6033,11/28/2023 12:00:00 AM,POINT (-72.590435453 41.720818576)
2519095,"HARTFORD HEALTHCARE CANCER INSTITUTE AT BACKUS HOSPITAL, WILLIMANTIC",NON-PROFIT CORPORATION,"HARTFORD HEALTHCARE CANCER INSTITUTE AT BACKUS HOSPITAL, WILLIMANTIC","HARTFORD HEALTHCARE CANCER INSTITUTE AT BACKUS HOSPITAL, WILLIMANTIC",CLAB.0001106,CLAB,1106,,Clinical Laboratory,ACTIVE,CURRENT,1,09/25/2023 12:00:00 AM,09/26/2023 12:00:00 AM,09/30/2025 12:00:00 AM,5 Founder St Suite 200,Willimantic,CT,6226,09/25/2023 12:00:00 AM,POINT (-72.22619699 41.717326004)
930756,APPLE REHAB FARMINGTON VALLEY,CORPORATION,APPLE REHAB FARMINGTON VALLEY,APPLE REHAB FARMINGTON VALLEY,CCNH.002029C,CCNH,2029C,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,10/01/2008 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,269 FARMINGTON AVE,PLAINVILLE,CT,60621335,11/29/2023 12:00:00 AM,POINT (-72.85409399 41.685891017)
930030,MEADOW RIDGE,LIMITED LIABILITY COMPANY,MEADOW RIDGE,MEADOW RIDGE,ALSA.0000088,ALSA,88,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/01/2008 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,100 REDDING RD,REDDING,CT,68963236,11/03/2022 12:00:00 AM,POINT (-73.420925976 41.261742996)
2478188,Fairfield Dermatology,CORPORATION,Fairfield Dermatology,Fairfield Dermatology,CLAB.0001104,CLAB,1104,,Clinical Laboratory,ACTIVE,CURRENT,1,09/11/2023 12:00:00 AM,09/11/2023 12:00:00 AM,09/30/2025 12:00:00 AM,1305 Post Road,Fairfield,CT,6824,01/23/2024 12:00:00 AM,POINT (-73.254955995 41.142248991)
929698,AESTHETIC SURGERY CENTER,CORPORATION,AESTHETIC SURGERY CENTER,AESTHETIC SURGERY CENTER,ASC.0000318,ASC,318,,Out-Patient Surgical Facility,INACTIVE,INACTIVE,0,01/01/2010 12:00:00 AM,01/01/2016 12:00:00 AM,12/31/2017 12:00:00 AM,330 ORCHARD ST STE 211,NEW HAVEN,CT,65114429,08/02/2018 12:00:00 AM,POINT (-72.941856958 41.310482002)
996299,BROOKDALE BUCKINGHAM,CORPORATION,BROOKDALE BUCKINGHAM,BROOKDALE BUCKINGHAM,ALSA.0000155,ALSA,155,,Assisted Living Service Agency,CLOSED,CLOSED,0,05/04/2011 12:00:00 AM,04/01/2021 12:00:00 AM,03/31/2023 12:00:00 AM,1824 MANCHESTER RD,GLASTONBURY,CT,60331832,09/21/2022 12:00:00 AM,POINT (-72.52054202 41.728992021)
2247595,SHEARD AND DRUGGE PC,CORPORATION,SHEARD AND DRUGGE PC,SHEARD AND DRUGGE PC,CLAB.0000870,CLAB,870,,Clinical Laboratory,ACTIVE IN RENEWAL,CURRENT,1,10/10/2007 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,50 GLENBROOK RD APT 1C,STAMFORD,CT,69022949,01/24/2024 12:00:00 AM,POINT (-73.529498025 41.056935005)
930931,KINDRED NURSING CENTERS EAST L.L.C.,BUSINESS,KINDRED NURSING CENTERS EAST L.L.C.,"KINDRED TRANSITIONAL CARE AND REHABILITATION - WINDSOR, HILL HAVEN OF WINDSOR",CCNH.002214C,CCNH,2214C,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,04/01/2010 12:00:00 AM,04/01/2014 12:00:00 AM,03/31/2016 12:00:00 AM,581 POQUONOCK AVE,WINDSOR,CT,60952202,10/13/2021 12:00:00 AM,POINT (-72.660536986 41.869022987)
929529,BUCKS HILL NURSING AND REHABILITATION CENTER,BUSINESS,BUCKS HILL NURSING AND REHABILITATION CENTER,BUCKS HILL NURSING AND REHABILITATION CENTER,CCNH.0002342,CCNH,2342,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,08/01/2008 12:00:00 AM,08/01/2010 12:00:00 AM,09/30/2012 12:00:00 AM,2817 NORTH MAIN STREET,WATERBURY,CT,6704,07/23/2020 12:00:00 AM,POINT (-73.02772503 41.59317602)
929100,MASONICARE HOME HEALTH AND HOSPICE INC.,CORPORATION,MASONICARE HOME HEALTH AND HOSPICE INC.,MASONICARE HOME HEALTH AND HOSPICE,ALSA.0000128,ALSA,128,,Assisted Living Service Agency,CLOSED,CLOSED,0,10/30/2008 12:00:00 AM,10/01/2014 12:00:00 AM,09/30/2016 12:00:00 AM,33 N PLAINS INDUSTRIAL RD,WALLINGFORD,CT,64925841,11/09/2016 12:00:00 AM,POINT (-72.815161977 41.486088993)
2252072,ST. VINCENT'S MEDICAL CENTER LABORATORY,BUSINESS,ST. VINCENT'S MEDICAL CENTER LABORATORY,ST. VINCENT'S MEDICAL CENTER,CLAB.00HP368,CLAB,HP368,,Clinical Laboratory,ACTIVE,CURRENT,1,10/07/2019 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,2800 MAIN ST,BRIDGEPORT,CT,6606,09/30/2023 12:00:00 AM,POINT (-73.201552962 41.20126199)
929581,WOODBRIDGE CARE LLC,BUSINESS,WOODBRIDGE CARE LLC,LAUREL GARDENS OF WOODBRIDGE,ALSA.0000085,ALSA,85,,Assisted Living Service Agency,INACTIVE,,0,07/01/2004 12:00:00 AM,07/01/2004 12:00:00 AM,06/30/2006 12:00:00 AM,21 Bradley Road,Woodbridge,CT,6525,05/18/2010 12:00:00 AM,POINT (-72.982317998 41.344531011)
930304,"GREENS AT GREENWICH, THE",LIMITED LIABILITY COMPANY,"GREENS AT GREENWICH, THE","GREENS AT GREENWICH, THE",ALSA.0000073,ALSA,73,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/01/2009 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,1155 KING ST,GREENWICH,CT,68313246,09/14/2023 12:00:00 AM,POINT (-73.692495028 41.059403015)
930683,LUTHERAN HOME OF SOUTHBURY INC.,NON-PROFIT CORPORATION,LUTHERAN HOME OF SOUTHBURY INC.,"LUTHERAN HOME OF SOUTHBURY, INC.",CCNH.000699C,CCNH,699C,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,07/01/2008 12:00:00 AM,07/01/2022 12:00:00 AM,06/30/2024 12:00:00 AM,990 MAIN ST N,SOUTHBURY,CT,64881267,12/13/2022 12:00:00 AM,POINT (-73.210031005 41.50372502)
930586,WESTFIELD CARE AND REHABILITATION CENTER,CORPORATION,WESTFIELD CARE AND REHABILITATION CENTER,WESTFIELD CARE AND REHABILITATION CENTER,CCNH.000980C,CCNH,980C,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,07/01/2009 12:00:00 AM,07/01/2019 12:00:00 AM,06/30/2021 12:00:00 AM,65 WESTFIELD RD,MERIDEN,CT,64502425,11/02/2021 12:00:00 AM,POINT (-72.779930994 41.54721398)
930149,TOUCHPOINTS AT MANCHESTER,LIMITED LIABILITY COMPANY,TOUCHPOINTS AT MANCHESTER,TOUCHPOINTS AT MANCHESTER,CCNH.0002290,CCNH,2290,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,10/01/2015 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,333 BIDWELL ST,MANCHESTER,CT,60406469,10/12/2023 12:00:00 AM,POINT (-72.546082014 41.760180998)
996317,MERIDEN CENTER,LIMITED LIABILITY COMPANY,MERIDEN CENTER,MERIDEN CENTER,CCNH.0002373,CCNH,2373,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,05/04/2011 12:00:00 AM,04/01/2019 12:00:00 AM,03/31/2021 12:00:00 AM,845 PADDOCK AVE,MERIDEN,CT,64507021,09/02/2021 12:00:00 AM,POINT (-72.779072017 41.505846019)
930917,CANDLEWOOD VALLEY,BUSINESS,CANDLEWOOD VALLEY,CANDLEWOOD VALLEY HEALTH & REHABILITATION CENTER,CCNH.002207C,CCNH,2207C,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,04/01/2010 12:00:00 AM,04/01/2014 12:00:00 AM,03/31/2016 12:00:00 AM,30 PARK LN E,NEW MILFORD,CT,67762510,11/26/2021 12:00:00 AM,POINT (-73.401966027 41.597965984)
2381669,OLD GLORY DAYS,SOLE PROPRIETOR,OLD GLORY DAYS,OLD GLORY DAYS,ALSA.0000238,ALSA,238,,Assisted Living Service Agency,ACTIVE,CURRENT,1,09/14/2022 12:00:00 AM,09/14/2022 12:00:00 AM,06/30/2024 12:00:00 AM,211 WOODBURY RD,WATERTOWN,CT,67952128,04/13/2023 12:00:00 AM,POINT (-73.127139012 41.603472015)
1602844,"SHORELINE ENDOSCOPY CENTER, LLC",LIMITED LIABILITY COMPANY,"SHORELINE ENDOSCOPY CENTER, LLC","SHORELINE ENDOSCOPY CENTER, LLC",ASC.0000358,ASC,358,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,09/20/2018 12:00:00 AM,07/01/2022 12:00:00 AM,06/30/2024 12:00:00 AM,800 BOSTON POST RD BLDG 1,GUILFORD,CT,64372747,12/08/2022 12:00:00 AM,POINT (-72.675457025 41.288307007)
930903,ABBOTT TERRACE HEALTH CENTER,CORPORATION,ABBOTT TERRACE HEALTH CENTER,ABBOTT TERRACE HEALTH CENTER,CCNH.001089C,CCNH,1089C,,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,CURRENT,1,01/01/2010 12:00:00 AM,01/01/2022 12:00:00 AM,12/31/2023 12:00:00 AM,44 ABBOTT TER,WATERBURY,CT,67021431,12/12/2023 12:00:00 AM,POINT (-73.037900996 41.556936987)
930857,THE VILLA AT STAMFORD,BUSINESS,THE VILLA AT STAMFORD,THE VILLA AT STAMFORD,CCNH.000716C,CCNH,716C,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,01/01/2010 12:00:00 AM,01/01/2016 12:00:00 AM,12/31/2017 12:00:00 AM,88 ROCK RIMMON RD,STAMFORD,CT,69032817,11/12/2021 12:00:00 AM,POINT (-73.562320971 41.139600981)
930482,CONTINUING CARE RETIREMENT COMMUNITY OF GREATER STAMFORD INC.,BUSINESS,CONTINUING CARE RETIREMENT COMMUNITY OF GREATER STAMFORD INC.,EDGEHILL HEALTH CENTER,ALSA.0000045,ALSA,45,,Assisted Living Service Agency,INACTIVE,LAPSED DUE TO NON-RENEWAL,0,07/01/2009 12:00:00 AM,11/14/2011 12:00:00 AM,06/30/2013 12:00:00 AM,122 Palmers Hill Road,STAMFORD,CT,6902,10/28/2021 12:00:00 AM,POINT (-73.565857966 41.058016019)
930641,ALEXANDRIA MANOR,BUSINESS,ALEXANDRIA MANOR,ALEXANDRIA MANOR,CCNH.002095C,CCNH,2095C,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,10/01/2008 12:00:00 AM,10/01/2014 12:00:00 AM,09/30/2016 12:00:00 AM,55 TUNXIS AVE,BLOOMFIELD,CT,60022005,09/06/2016 12:00:00 AM,POINT (-72.740524985 41.836230006)
2246558,GUILFORD PEDIATRICS,LIMITED LIABILITY COMPANY,GUILFORD PEDIATRICS,GUILFORD PEDIATRICS,CLAB.0000824,CLAB,824,,Clinical Laboratory,ACTIVE,CURRENT,1,07/19/2001 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,152 BROAD ST,GUILFORD,CT,64372603,09/30/2023 12:00:00 AM,POINT (-72.679302978 41.284772987)
1402327,SPECIALITY SURGERY CENTER OF CONNECTICUT,LIMITED LIABILITY COMPANY,SPECIALITY SURGERY CENTER OF CONNECTICUT,SPECIALTY SURGERY CENTER OF CONNECTICUT,ASC.0000354,ASC,354,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,02/08/2017 12:00:00 AM,01/01/2023 12:00:00 AM,12/31/2024 12:00:00 AM,1281 E MAIN ST,STAMFORD,CT,69023544,02/22/2023 12:00:00 AM,POINT (-73.508275968 41.060250006)
929123,BAL MERIDEN LLC,LIMITED LIABILITY COMPANY,BAL MERIDEN LLC,The Village at Kensington Place,ALSA.0000134,ALSA,134,,Assisted Living Service Agency,ACTIVE,CURRENT,1,12/02/2008 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,511 KENSINGTON AVE,MERIDEN,CT,64512062,01/11/2024 12:00:00 AM,POINT (-72.809665041 41.553855004)
930031,RIDGE CREST AT MEADOW RIDGE,LIMITED LIABILITY COMPANY,RIDGE CREST AT MEADOW RIDGE,RIDGE CREST AT MEADOW RIDGE,CCNH.0002266,CCNH,2266,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,10/01/2008 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,100 REDDING RD,REDDING,CT,68963236,12/08/2022 12:00:00 AM,POINT (-73.420925976 41.261742996)
930695,"KENT LTD., THE",BUSINESS,"KENT LTD., THE","KENT, LTD, THE",CCNH.002147C,CCNH,2147C,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,01/01/2010 12:00:00 AM,01/01/2016 12:00:00 AM,12/31/2017 12:00:00 AM,46 MAPLE ST,KENT,CT,67571721,01/28/2016 12:00:00 AM,POINT (-73.475413962 41.719486984)
1337795,REGALCARE AT NEW HAVEN,LIMITED LIABILITY COMPANY,REGALCARE AT NEW HAVEN,REGALCARE AT NEW HAVEN,CCNH.0002421,CCNH,2421,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,03/08/2016 12:00:00 AM,01/01/2020 12:00:00 AM,12/31/2021 12:00:00 AM,181 CLIFTON ST,NEW HAVEN,CT,65133319,11/08/2021 12:00:00 AM,POINT (-72.878596975 41.309075016)
2246626,"GASTROENTEROLOGY ASSOCIATES OF FAIRFIELD COUNTY, PC",BUSINESS,"GASTROENTEROLOGY ASSOCIATES OF FAIRFIELD COUNTY, PC","GASTROENTEROLOGY ASSOCIATES OF FAIRFIELD COUNTY, PC",CLAB.0000831,CLAB,831,,Clinical Laboratory,CLOSED,CLOSED,0,10/25/2011 12:00:00 AM,10/01/2021 12:00:00 AM,09/30/2023 12:00:00 AM,425 POST RD,FAIRFIELD,CT,68246232,08/16/2023 12:00:00 AM,POINT (-73.243333983 41.15040999)
