School ID,District Name,School Name,Organization Type,Organization Code,Address,Town,Zipcode,Phone,State,geometry,Student_Open_Date,Open_Year
176,Ledyard School District,Ledyard High School,Public Schools,726111,24 Gallup Hill Rd.,Ledyard,6339,860-464-9600,CT,POINT (-71.99388117875948 41.4372212),1984-01-07,1984
177,Capitol Region Education Council,Academy of Computer Science and and Engineering Middle School,Regional Education Service Center Schools,2415014,337 East River Dr.,East Hartford,6108,860-290-5320,CT,POINT (-72.65371391687584 41.7572135),2002-01-07,2002
178,Coventry School District,Coventry High School,Public Schools,326111,78 Ripley Hill Road,Coventry,6238,860-742-7346,CT,POINT (-72.31157629536125 41.7822265),1984-01-07,1984
179,East Haven School District,Carbone School/East Haven Academy,Public Schools,441711,200 Tyler St.,East Haven,6512,203-468-3219,CT,POINT (-72.8765738 41.2748721),1997-01-07,1997
180,Glastonbury School District,Glastonbury School District,Public School Districts,540011,628 Hebron Avenue,Glastonbury,6033,860-652-7951,CT,POINT (-72.5872526 41.7131391),1996-01-07,1996
181,Meriden School District,Hanover School,Public Schools,800311,208 Main St.,Meriden,6450,203-235-6359,CT,POINT (-72.83247580031714 41.51927812329639),1984-01-07,1984
182,Bridgeport School District,Edison School,Public Schools,150711,115 Boston Terrace,Bridgeport,6610,203-576-7183,CT,POINT (-73.16328705320613 41.1953003),1984-01-07,1984
183,Greenwich School District,Eastern Middle School,Public Schools,575211,51 Hendrie Ave.,Riverside,6878,203-637-1744,CT,POINT (-73.58279866731097 41.0354182),1984-01-07,1984
184,Bridgeport School District,Blackham School,Public Schools,154011,425 Thorme St.,Bridgeport,6606,203-576-7951,CT,POINT (-73.21384127283791 41.2052389),1984-01-07,1984
185,Regional School District 19,Regional School District 19,Regional School Districts,2190012,1235 Storrs Road,Storrs,6268,860-487-1862,CT,POINT (-72.24434313799802 41.8020254),2002-01-07,2002
186,Essex School District,Essex Elementary School,Public Schools,500111,108 Main St.,Centerbrook,6409,860-767-8215,CT,POINT (-72.4191537 41.3502642),1984-01-07,1984
187,Connecticut Technical Education and Career System,Platt Technical High School,CT Technical Education and Career Schools,9002616,600 Orange Ave.,Milford,6461,203-783-5300,CT,POINT (-73.04644806745412 41.24903485),2000-01-07,2000
188,Bethel School District,Bethel Middle School,Public Schools,95111,600 Whittlesey Dr.,Bethel,6801,203-794-8670,CT,POINT (-73.3965549 41.3840241),1984-01-07,1984
189,East Hartford School District,Robert J. O'Brien School,Public Schools,431811,56 Farm Dr.,East Hartford,6108,860-622-5760,CT,POINT (-72.61044573180105 41.79432755),1984-01-07,1984
190,Milford School District,Pumpkin Delight School,Public Schools,841011,27 Art St.,Milford,6460,203-783-3531,CT,POINT (-73.0790788365987 41.20437039508062),1984-01-07,1984
191,Waterford School District,Oswegatchie Elementary School,Public Schools,1520611,470 Boston Post Rd.,Waterford,6385,860-442-4331,CT,POINT (-72.1802641820168 41.3597264),1984-01-07,1984
192,Montville School District,Mohegan School,Public Schools,860111,49 Golden Rd.,Uncasville,6382,860-848-9261,CT,POINT (-72.09223809943435 41.4760203),1984-01-07,1984
193,Danbury School District,Morris Street School,Public Schools,340611,28 Morris St.,Danbury,6810,203-797-4809,CT,POINT (-73.4651216459429 41.39491341813244),1984-01-07,1984
194,Simsbury School District,Simsbury High School,Public Schools,1286111,34 Farms Village Rd.,Simsbury,6070,860-658-0451,CT,POINT (-72.82706150017518 41.86918996509707),1984-01-07,1984
196,Darien School District,Hindley Elementary School,Public Schools,350211,10 Nearwater Ln.,Darien,6820,203-655-1323,CT,POINT (-73.4881705 41.0587491),1984-01-07,1984
197,New London School District,Bennie Dover Jackson Middle School,Public Schools,955111,36 Waller St.,New London,6320,860-437-6480,CT,POINT (-72.1069808 41.3581612),1984-01-07,1984
198,Mansfield School District,Mansfield Middle School,Public Schools,785111,205 Spring Hill Rd.,Storrs,6268,860-429-9341,CT,POINT (-72.2266615 41.7787637),1984-01-07,1984
199,Regional School District 06,James Morris School,Regional Schools,2060212,10 East St.,Morris,6763,860-567-7420,CT,POINT (-73.19809303711656 41.68335405),2002-01-07,2002
200,Capitol Region Education Council,Academy of International Studies Elementary School,Regional Education Service Center Schools,2410414,625 Chapel Road,South Windsor,6074,860-291-6001,CT,POINT (-72.59598404885794 41.8054794),2008-02-09,2008
201,Griswold School District,Griswold Elementary School,Public Schools,580311,303 Slater Ave.,Griswold,6351,860-376-7610,CT,POINT (-71.97775808342979 41.594138),1984-01-07,1984
202,Hartford School District,Betances Learning Lab Magnet School,Public Schools,642811,42 Charter Oak Avenue,Hartford,6106,860-695-2840,CT,POINT (-72.6725402 41.7596333),1984-01-07,1984
203,North Stonington School District,North Stonington School District,Public School Districts,1020011,298 Norwich/Westerly Road,North Stonington,6359,860-535-2800,CT,POINT (-71.885613 41.4394298),1996-01-07,1996
204,East Hartford School District,Joseph O. Goodwin School,Public Schools,430411,1235 Forbes St.,East Hartford,6118,860-622-5420,CT,POINT (-72.60727655294974 41.7392054),1984-01-07,1984
205,Norwalk School District,Roton Middle School,Public Schools,1035511,201 Highland Avenue,Norwalk,6853,203-899-2930,CT,POINT (-73.433828 41.080325),1984-01-07,1984
206,Enfield School District,Hazardville Memorial School,Public Schools,490411,68 North Maple St.,Enfield,6082,860-763-7500,CT,POINT (-72.5391671 41.9930476),1984-01-07,1984
207,Monroe School District,Monroe School District,Public School Districts,850011,375 Monroe Turnpike,Monroe,6468,203-452-2860,CT,POINT (-73.2244616 41.3096537),1996-01-07,1996
208,Eastern Connecticut Regional Educational Service Center (EASTCONN),Quinebaug Middle College,Regional Education Service Center Schools,2536114,742 Upper Maple St.,Danielson,6239,860-932-4100,CT,POINT (-71.89038204610841 41.82522155),2008-02-09,2008
209,Suffield School District,A. Ward Spaulding School,Public Schools,1390411,945 Mountain Rd.,Suffield,6078,860-668-3826,CT,POINT (-72.68656509523933 41.9847394),1984-01-07,1984
210,Brookfield School District,Brookfield High School,Public Schools,186111,45 Long Meadow Hill Rd.,Brookfield,6804,203-775-7725,CT,POINT (-73.38887745588598 41.4801322),1984-01-07,1984
211,Easton School District,Easton School District,Public School Districts,460011,654 Morehouse Road,Easton,6612,203-261-2513,CT,POINT (-73.29475556926845 41.24979732015198),1996-01-07,1996
212,Chaplin School District,Chaplin Elementary School,Public Schools,240211,240 Palmer Rd.,Chaplin,6235,860-455-9593,CT,POINT (-72.14825055348979 41.7899743),1992-01-07,1992
213,New Britain School District,DiLoreto Elementary & Middle School,Public Schools,891111,732 Slater Rd.,New Britain,6053,860-223-2885,CT,POINT (-72.8079758 41.6865279),1984-01-07,1984
214,Explorations District,Explorations District,Public Charter School Districts,2720013,71 Spencer St.,Winsted,6098,860-738-9070,CT,POINT (-73.07607398143399 41.9293751),1999-01-07,1999
215,Westbrook School District,Westbrook High School,Public Schools,1546111,156 McVeagh Rd.,Westbrook,6498,860-399-6214,CT,POINT (-72.4542691 41.2985838),1984-01-07,1984
216,Wolcott School District,Wakelee School,Public Schools,1660511,12 Hempel Dr.,Wolcott,6716,203-879-8154,CT,POINT (-73.01028676340906 41.60990475),1984-01-07,1984
217,Hamden School District,West Woods School,Public Schools,621411,350 West Todd St.,Hamden,6518,203-407-2050,CT,POINT (-72.9266 41.4316627),1984-01-07,1984
218,New Haven School District,New Haven Academy,Public Schools,937011,444 Orange Street,New Haven,6511,475-220-6600,CT,POINT (-72.9188954375 41.3127395),1995-01-07,1995
219,Stamford School District,Scofield Middle School,Public Schools,1355711,641 Scofieldtown Rd.,Stamford,6903,203-977-2750,CT,POINT (-73.5573823 41.1376357),1990-01-07,1990
220,Bridgeport School District,Bassick High School,Public Schools,156111,1181 Fairfield Ave.,Bridgeport,6605,203-576-7350,CT,POINT (-73.20681630795521 41.1723891),1984-01-07,1984
221,Hartford School District,Hartford PreKindergarten Magnet School: South Campus,Public Schools,641610,195 Putnam Street,Hartford,6106,860-695-5820,CT,POINT (-72.6922363673429 41.76143315),2022-01-07,2022
222,Weston School District,Hurlbutt Elementary School,Public Schools,1570111,9 School Rd.,Weston,6883,203-221-6300,CT,POINT (-73.3811576 41.204785),1984-01-07,1984
223,Unified School District #1,Cheshire Correctional Institution,State Agency Facilities,3360315,900 Highland Ave.,Cheshire,6410,203-651-6247,CT,POINT (-72.9008002 41.5215607),2000-01-07,2000
224,Regional School District 09,Joel Barlow High School,Regional Schools,2096112,100 Black Rock Tpke.,Redding,6896,203-938-2508,CT,POINT (-73.3388645 41.3000932),2002-01-07,2002
225,Stratford School District,Lordship School,Public Schools,1380811,254 Crown Street,Stratford,6615,203-385-4170,CT,POINT (-73.12726498729864 41.15333892881706),1984-01-07,1984
226,Waterbury School District,Washington School,Public Schools,1512311,685 Baldwin St.,Waterbury,6706,203-574-8177,CT,POINT (-73.03332127189415 41.54325935),1984-01-07,1984
227,Milford School District,East Shore Middle School,Public Schools,845111,240 Chapel St.,Milford,6460,203-783-3559,CT,POINT (-73.001986680479 41.2274777),1997-01-07,1997
228,Newtown School District,Middle Gate Elementary School,Public Schools,970311,7 Cold Spring Rd.,Newtown,6470,203-426-7662,CT,POINT (-73.27332400689463 41.36772685),1984-01-07,1984
229,Wethersfield School District,Alfred W. Hanmer School,Public Schools,1590811,50 Francis St.,Wethersfield,6109,860-571-8370,CT,POINT (-72.6582931 41.7151373),1984-01-07,1984
230,Southington School District,R. E. Thalberg Elementary School,Public Schools,1310911,145 Dunham Rd.,Southington,6489,860-628-3370,CT,POINT (-72.86222396524988 41.64670782575716),1984-01-07,1984
231,Coventry School District,Coventry School District,Public School Districts,320011,1700 Main Street,Coventry,6238,860-742-7317,CT,POINT (-72.31025507810898 41.77934755),1984-01-07,1984
232,Hebron School District,Hebron School District,Public School Districts,670011,580 Gilead Street,Hebron,6248,860-228-2577,CT,POINT (-72.4090826 41.676581),1996-01-07,1996
233,Plymouth School District,Plymouth Center School,Public Schools,1110211,107 North Street,Plymouth,6782,860-283-6321,CT,POINT (-73.0538281 41.6796525),1984-01-07,1984
234,Farmington School District,Union School,Public Schools,520111,173 School St.,Unionville,6085,860-673-2575,CT,POINT (-72.89076944491391 41.75765535),1984-01-07,1984
235,Bridgeport School District,Hallen School,Public Schools,151211,68 Omega Ave.,Bridgeport,6606,203-576-8216,CT,POINT (-73.19095108308943 41.2174016),1984-01-07,1984
237,Pomfret School District,Pomfret Community School,Public Schools,1120111,20 Pomfret St.,Pomfret Center,6259,860-928-2718,CT,POINT (-71.961978 41.884892),1984-01-07,1984
238,Seymour School District,Seymour Middle School,Public Schools,1245111,211 Mountain Rd.,Seymour,6483,203-888-4513,CT,POINT (-73.109306 41.3762985),1984-01-07,1984
239,East Hartford School District,East Hartford High School,Public Schools,436211,869 Forbes St.,East Hartford,6118,860-622-5200,CT,POINT (-72.60559934989332 41.7549041),1984-01-07,1984
240,Glastonbury School District,Naubuc School,Public Schools,540711,84 Griswold St.,Glastonbury,6033,860-652-7918,CT,POINT (-72.6114074 41.7208111),1984-01-07,1984
241,West Haven School District,Forest School,Public Schools,1560311,95 Burwell Rd.,West Haven,6516,203-931-6800,CT,POINT (-72.9687642 41.2989132),1984-01-07,1984
242,Trumbull School District,Trumbull High School,Public Schools,1446111,72 Strobel Rd.,Trumbull,6611,203-452-4555,CT,POINT (-73.1920603 41.2613863),1984-01-07,1984
243,Regional School District 14,Mitchell Elementary School,Regional Schools,2140212,14 School St.,Woodbury,6798,203-263-4314,CT,POINT (-73.2095411 41.5477099),2002-01-07,2002
244,Meriden School District,Thomas Hooker School,Public Schools,801011,70 Overlook Rd.,Meriden,6450,203-237-8839,CT,POINT (-72.7789214 41.5174165),1984-01-07,1984
245,Capitol Region Education Council,Greater Hartford Academy of the Arts High School - Full Day,Regional Education Service Center Schools,2416414,160 Huyshope Ave,Hartford,6106,860-757-6300,CT,POINT (-72.6620668 41.7555425),2007-05-08,2007
246,Clinton School District,Clinton School District,Public School Districts,270011,137 B Glenwood Road,Clinton,6413,860-664-6500,CT,POINT (-72.5281759 41.2887707),1996-01-07,1996
247,Southington School District,Southington High School,Public Schools,1316211,720 Pleasant Street,Southington,6489,860-628-3229,CT,POINT (-72.86112828002376 41.61567355),1984-01-07,1984
248,Hartland School District,Hartland School,Public Schools,650111,30 South Rd.,East Hartland,6027,860-653-7207,CT,POINT (-72.9076897936621 41.99699299107083),1984-01-07,1984
249,Bristol School District,Greene-Hills School,Public Schools,170511,718 Pine St.,Bristol,6010,860-584-7822,CT,POINT (-72.895917 41.6666607),1998-01-07,1998
250,Clinton School District,Lewin G. Joel Jr. School,Public Schools,270311,137A Glenwood Rd.,Clinton,6413,860-664-6501,CT,POINT (-72.5281759 41.2887707),1984-01-07,1984
251,Old Saybrook School District,Old Saybrook School District,Public School Districts,1060011,50 Sheffield Street,Old Saybrook,6475,860-395-3157,CT,POINT (-72.3688559661335 41.289459172906795),1996-01-07,1996
255,Canton School District,Cherry Brook Primary School,Public Schools,230211,4 Barbourtown Rd.,Canton,6019,860-693-7721,CT,POINT (-72.9151976 41.8598693),1984-01-07,1984
256,East Windsor School District,East Windsor Middle School,Public Schools,475411,38 Main St.,Broad Brook,6016,860-623-4488,CT,POINT (-72.5466644 41.9220605),2000-01-07,2000
257,Madison School District,Walter C. Polson Middle School,Public Schools,765211,302 Green Hill Rd.,Madison,6443,203-245-6480,CT,POINT (-72.61826769651765 41.29567385),2003-01-07,2003
258,Andover School District,Andover Elementary School,Public Schools,10111,35 School Rd.,Andover,6232,860-742-7339,CT,POINT (-72.3665866 41.7285924),1984-01-07,1984
259,Goodwin University Educational Services (GUES),Riverside Magnet School at Goodwin University,College Affiliated Schools,2310218,29 Willowbrook Road,East Hartford,6118,860-709-6800,CT,POINT (-72.63736925609068 41.74455435),2021-01-07,2021
260,Fairfield School District,Holland Hill School,Public Schools,510411,105 Meadowcroft Road,Fairfield,6824,203-255-8314,CT,POINT (-73.2444078 41.1707687),1984-01-07,1984
261,Tolland School District,Tolland High School,Public Schools,1426111,1 Eagle Hill,Tolland,6084,860-870-6818,CT,POINT (-72.33897941143064 41.8711896),1984-01-07,1984
262,New Britain School District,New Britain School District,Public School Districts,890011,272 Main St,New Britain,6050,860-827-2200,CT,POINT (-72.7822025 41.6680399),1996-01-07,1996
263,New Canaan School District,New Canaan High School,Public Schools,906111,11 Farm Rd.,New Canaan,6840,203-594-4600,CT,POINT (-73.489439 41.1287756),1984-01-07,1984
264,Greenwich School District,Riverside School,Public Schools,571011,90 Hendrie Ave.,Riverside,6878,203-637-1440,CT,POINT (-73.5796714 41.0328861),1984-01-07,1984
265,Bridgeport School District,Geraldine Johnson School,Public Schools,153211,475 Lexington Avenue,Bridgeport,6604,203-275-2500,CT,POINT (-73.20402103596848 41.1845462),1984-01-07,1984
266,East Hampton School District,Memorial School,Public Schools,420111,20 Smith St.,East Hampton,6424,860-365-4020,CT,POINT (-72.48612034407006 41.57056225),1984-01-07,1984
267,Greenwich School District,Hamilton Avenue School,Public Schools,570511,184 Hamilton Avenue,Greenwich,6830,203-869-1685,CT,POINT (-73.6401677 41.0179288),1984-01-07,1984
269,Glastonbury School District,Hopewell School,Public Schools,540611,1068 Chestnut Hill Rd.,South Glastonbury,6073,860-652-7897,CT,POINT (-72.5887609 41.6772554),1984-01-07,1984
270,Judicial Centers,Bridgeport Residential Center,State Agency Facilities,3480115,60 Housatonic Ave,Bridgeport,6604,203-579-3671,CT,POINT (-73.18794431987745 41.1823064),,
