Town,List Year,Avg Assessed Value,Avg Sale Amount,Avg Sales Ratio,Avg Total Crimes,"Avg Crimes per 100,000",Avg Number of Schools,Avg Number of Healthcare facilities,Avg Houses Sold (Condo),Avg Condo Assessed Value,Avg Condo Sale Amount,Avg Condo Sale Ratio,Avg Houses Sold (Single),Avg Single Family Assessed Value,Avg Single Family Sale Amount,Avg Single Family Sale Ratio,geometry
Colebrook,2014,238800.0,152780.0,1.63,20.6,120.68,0.0,0.0,0.0,0.0,0.0,0.0,5.0,238800.0,152780.0,1.63,POINT(-73.0956646 41.9895388)
Mansfield,2012,154055.37,183654.54,0.9,730.46,303.7,0.0,0.0,9.0,128940.0,172622.22,0.76,32.0,161119.06,186757.38,0.94,POINT(-72.2131565 41.7782147)
New Canaan,2015,1257610.51,1731129.66,0.75,418.58,186.5,5.0,2.0,11.0,379139.09,606818.18,0.72,48.0,1458926.88,1988784.38,0.75,POINT(-73.4948446 41.146763)
Thompson,2015,116502.38,167643.57,0.95,117.0,113.89,0.0,0.0,1.0,78500.0,139900.0,0.56,41.0,117429.27,168320.24,0.96,POINT(-71.8625715 41.9587089)
New Fairfield,2012,277108.51,369610.62,1.03,128.77,79.5,4.0,0.0,0.0,0.0,0.0,0.0,47.0,277108.51,369610.62,1.03,POINT(-73.4856789 41.4664832)
Danbury,2009,213240.17,246711.78,0.99,4898.0,566.85,16.0,8.0,34.0,171961.76,224026.76,0.81,84.0,229948.1,255893.81,1.06,POINT(-73.4540111 41.394817)
Montville,2015,125721.15,167146.18,0.99,400.67,186.76,0.0,0.0,0.0,0.0,0.0,0.0,78.0,125721.15,167146.18,0.99,POINT(-72.1538184 41.4649811)
Wethersfield,2015,162996.12,217616.66,0.83,569.0,187.1,7.0,0.0,7.0,89271.43,114571.43,0.84,96.0,168371.88,225130.38,0.83,POINT(-72.6525922 41.7142665)
Glastonbury,2014,216911.88,323114.89,0.82,1071.98,290.1,6.0,3.0,33.0,124755.55,204715.79,0.7,96.0,248590.63,363814.58,0.86,POINT(-72.608146 41.7123218)
Manchester,2012,142291.67,194199.51,0.79,5089.86,801.13,7.0,3.0,13.0,110930.77,149019.23,0.79,119.0,145717.65,199135.17,0.79,POINT(-72.5304550138903 41.7813345)
Wallingford,2013,174217.54,237941.8,0.83,1932.14,386.97,11.0,6.0,20.0,147860.0,195025.0,0.8,94.0,179825.53,247073.03,0.84,POINT(-72.8231552 41.4570418)
Sherman,2012,392375.0,450750.0,0.94,21.0,47.28,1.0,0.0,0.0,0.0,0.0,0.0,16.0,392375.0,450750.0,0.94,POINT(-73.4956795 41.5792607)
Cornwall,2010,294750.0,311250.0,1.06,66.75,402.47,0.0,0.0,0.0,0.0,0.0,0.0,4.0,294750.0,311250.0,1.06,POINT(-73.3292848 41.8437058)
Coventry,2015,151167.19,209670.94,0.93,362.25,272.21,4.0,0.0,5.0,100800.0,137140.0,0.77,59.0,155435.59,215817.63,0.94,POINT(-72.3050803 41.7700987)
Ansonia,2011,178934.62,183080.77,1.1,1391.92,647.35,4.0,0.0,1.0,151500.0,169900.0,0.89,25.0,180032.0,183608.0,1.11,POINT(-73.043713 41.3423505)
Washington,2011,561690.83,697425.17,1.08,82.5,197.98,0.0,0.0,0.0,0.0,0.0,0.0,12.0,561690.83,697425.17,1.08,POINT(-73.3106731 41.6314845)
Woodbridge,2011,363075.38,478398.81,4.88,363.46,349.39,1.0,3.0,1.0,68600.0,250000.0,0.27,25.0,374854.4,487534.76,5.07,POINT(-73.0084385 41.352597)
Thompson,2017,97585.0,166583.33,0.67,120.0,116.75,0.0,0.0,2.0,31950.0,57500.0,0.56,4.0,130402.5,221125.0,0.72,POINT(-71.8625715 41.9587089)
Willington,2016,167170.0,227763.64,0.81,90.27,130.87,0.0,0.0,0.0,0.0,0.0,0.0,11.0,167170.0,227763.64,0.81,POINT(-72.2598935 41.874428)
New Hartford,2014,190929.63,195108.89,1.45,106.48,150.88,3.0,0.0,2.0,78540.0,101500.0,0.78,25.0,199920.8,202597.6,1.51,POINT(-72.9770488 41.8823187)
Torrington,2014,93854.34,113934.7,1.0,2145.06,525.66,5.0,8.0,25.0,66852.0,74890.4,1.1,120.0,99479.83,122068.93,0.98,POINT(-73.1212214 41.8006523)
Andover,2011,163000.0,216500.0,0.76,78.0,222.14,1.0,0.0,0.0,0.0,0.0,0.0,2.0,163000.0,216500.0,0.76,POINT(-72.37036 41.7373212)
Wolcott,2015,152653.83,209367.85,0.98,861.96,489.77,5.0,1.0,5.0,123426.0,319785.0,0.41,42.0,156133.33,196222.95,1.05,POINT(-72.9867718 41.6023196)
Stamford,2015,329348.33,514404.67,0.8,7127.08,526.17,20.0,17.0,103.0,175981.17,300566.9,1.01,197.0,409535.23,626208.17,0.7,POINT(-73.5387341 41.0534302)
Monroe,2013,257484.92,337668.02,0.94,493.13,220.82,5.0,0.0,10.0,194453.0,255715.0,0.81,51.0,269844.12,353737.24,0.97,POINT(-73.2073358 41.3325962)
Bristol,2010,152339.65,181874.33,0.95,4817.12,693.76,11.0,6.0,15.0,88335.33,127826.67,0.81,98.0,162136.22,190146.93,0.97,POINT(-72.9464859 41.6735209)
Manchester,2017,130089.19,169960.27,0.88,4800.68,757.37,7.0,3.0,4.0,74650.0,109875.0,0.69,33.0,136809.09,177243.33,0.91,POINT(-72.5304550138903 41.7813345)
Killingworth,2017,192044.29,285557.14,0.65,45.0,64.58,0.0,0.0,0.0,0.0,0.0,0.0,7.0,192044.29,285557.14,0.65,POINT(-72.5637023 41.3581545)
South Windsor,2016,161829.66,243792.98,1.01,1362.27,482.09,6.0,4.0,20.0,92345.0,135663.75,0.7,103.0,175321.83,264788.95,1.07,POINT(-72.5717551 41.8489872)
Lisbon,2012,143491.43,169332.57,0.98,414.86,878.55,1.0,0.0,0.0,0.0,0.0,0.0,7.0,143491.43,169332.57,0.98,POINT(-72.0207809 41.5866851)
Southbury,2010,224785.31,243710.2,1.34,619.18,288.46,0.0,6.0,27.0,147463.7,134511.11,1.66,22.0,319680.0,377727.27,0.95,POINT(-73.2131693 41.4814848)
Newtown,2016,271855.57,392476.91,0.74,305.06,105.29,5.0,1.0,7.0,221987.14,360828.14,0.62,72.0,276703.89,395553.88,0.75,POINT(-73.3086445 41.4134764)
Sherman,2016,284822.22,313417.22,2.17,9.0,20.31,1.0,0.0,0.0,0.0,0.0,0.0,18.0,284822.22,313417.22,2.17,POINT(-73.4956795 41.5792607)
Hartford,2017,38880.33,96463.33,0.45,88940.0,784.77,32.0,13.0,9.0,32063.89,86891.78,0.41,21.0,41801.67,100565.43,0.47,POINT(-72.6908547 41.764582)
East Hartford,2013,95458.11,117857.43,0.94,4298.16,747.14,13.0,1.0,11.0,50427.27,58218.18,0.93,84.0,101355.0,125667.33,0.94,POINT(-72.6120346 41.7823216)
Windsor Locks,2010,124578.26,157482.61,0.93,684.7,491.76,4.0,1.0,2.0,70550.0,210450.0,0.37,21.0,129723.81,152438.1,0.98,POINT(-72.643631 41.9281305)
Granby,2011,213336.86,256535.29,1.39,337.69,281.59,4.0,1.0,8.0,153317.5,180625.0,0.88,43.0,224503.26,270658.14,1.48,POINT(-72.7894272 41.9539032)
Wallingford,2017,169612.9,220919.32,0.86,1965.0,394.43,11.0,6.0,3.0,84600.0,96500.0,0.93,28.0,178721.43,234249.96,0.85,POINT(-72.8231552 41.4570418)
Bridgewater,2017,497300.0,660000.0,0.73,36.0,170.27,0.0,0.0,0.0,0.0,0.0,0.0,2.0,497300.0,660000.0,0.73,POINT(-73.3662305 41.5350949)
Orange,2014,230752.22,368634.97,0.68,1163.97,758.64,2.0,2.0,4.0,137158.0,474430.5,0.29,33.0,242096.97,355811.27,0.73,POINT(-73.0256609 41.2784304)
Plainville,2009,129625.8,201489.86,0.71,1950.0,974.77,4.0,2.0,10.0,75472.0,211393.7,0.49,40.0,143164.25,199013.9,0.76,POINT(-72.8672429 41.6711395)
Canaan,2014,363725.0,444750.0,0.79,12.75,101.91,0.0,2.0,0.0,0.0,0.0,0.0,4.0,363725.0,444750.0,0.79,POINT(-73.3083333 41.9616667)
Sprague,2015,87056.67,158805.56,0.56,79.0,229.82,0.0,0.0,0.0,0.0,0.0,0.0,9.0,87056.67,158805.56,0.56,POINT(-72.0663666 41.6214071)
Rocky Hill,2016,122426.15,3611137.35,0.53,891.08,428.6,4.0,5.0,59.0,89452.88,5414771.17,0.47,32.0,183220.63,285687.5,0.66,POINT(-72.6392587 41.6648216)
Easton,2012,523781.92,714116.58,0.76,98.19,116.33,2.0,0.0,1.0,303630.0,435000.0,0.7,25.0,532588.0,725281.24,0.77,POINT(-73.2973394 41.2528738)
New Haven,2010,174246.22,229624.86,1.08,25258.03,1766.98,35.0,14.0,25.0,131842.8,194040.0,1.04,49.0,195880.61,247780.41,1.11,POINT(-72.9250518 41.3082138)
Granby,2012,204680.0,312000.0,0.66,330.0,275.05,4.0,1.0,0.0,0.0,0.0,0.0,1.0,204680.0,312000.0,0.66,POINT(-72.7894272 41.9539032)
Harwinton,2014,173385.71,237996.07,0.73,122.0,199.2,0.0,0.0,0.0,0.0,0.0,0.0,14.0,173385.71,237996.07,0.73,POINT(-73.05983 41.7712085)
East Lyme,2014,203771.08,273700.08,1.02,473.37,225.35,2.0,0.0,10.0,129549.0,248965.0,0.59,55.0,217266.0,278197.36,1.1,POINT(-72.2258709 41.3569909)
Brooklyn,2014,137813.33,191265.52,1.18,350.89,421.89,2.0,0.0,2.0,105550.0,214107.0,0.52,25.0,140394.4,189438.2,1.23,POINT(-71.9497957 41.7881541)
Salem,2010,173947.5,262750.0,0.69,72.0,161.39,1.0,0.0,0.0,0.0,0.0,0.0,4.0,173947.5,262750.0,0.68,POINT(-72.2762084 41.491269)
Killingly,2017,114938.0,203076.0,0.62,396.0,207.63,0.0,0.0,0.0,0.0,0.0,0.0,25.0,114938.0,203076.0,0.62,POINT(-71.8795925 41.8430634)
Middletown,2015,143059.18,196888.35,0.81,2869.2,574.63,9.0,9.0,47.0,90390.21,111604.34,0.87,123.0,163184.72,229476.55,0.79,POINT(-72.6509061 41.5623178)
Orange,2015,237255.56,352737.04,0.69,1079.93,705.36,2.0,2.0,1.0,333400.0,499000.0,0.67,26.0,233557.69,347111.54,0.7,POINT(-73.0256609 41.2784304)
Killingworth,2013,217277.65,317633.24,0.65,71.65,102.61,0.0,0.0,0.0,0.0,0.0,0.0,17.0,217277.65,317633.24,0.65,POINT(-72.5637023 41.3581545)
Newington,2015,133478.92,194992.83,0.72,2485.01,732.95,7.0,4.0,43.0,119700.93,175082.05,0.72,50.0,145328.0,212116.1,0.71,POINT(-72.7237063 41.6978777)
Hamden,2017,146961.11,198309.97,0.81,4085.0,619.89,9.0,11.0,9.0,121317.78,171828.89,0.7,27.0,155508.89,207137.0,0.85,POINT(-72.8968574 41.3959302)
New Haven,2017,143443.13,215393.75,0.73,85728.0,781.29,35.0,14.0,3.0,203630.0,285833.33,0.74,13.0,129553.85,199138.46,0.72,POINT(-72.9250518 41.3082138)
Canterbury,2017,151860.0,165380.0,1.79,109.0,200.59,2.0,0.0,0.0,0.0,0.0,0.0,5.0,151860.0,165380.0,1.79,POINT(-71.9710811 41.6984209)
East Haven,2010,168871.32,184574.26,1.02,2647.4,812.3,7.0,3.0,12.0,121929.17,134454.17,1.0,56.0,178930.36,195314.29,1.03,POINT(-72.8684337 41.2762081)
Redding,2011,543382.61,547669.57,1.03,179.35,187.14,2.0,2.0,1.0,786500.0,535000.0,1.47,22.0,532331.82,548245.45,1.01,POINT(-73.3834532 41.3025956)
East Granby,2012,202766.67,259531.33,0.84,187.33,340.15,4.0,0.0,4.0,165350.0,267316.0,0.68,14.0,213457.14,257307.14,0.89,POINT(-72.7273158 41.9412081)
Tolland,2012,205838.95,242905.32,1.32,217.26,142.38,4.0,0.0,0.0,0.0,0.0,0.0,19.0,205838.95,242905.32,1.32,POINT(-72.3562252 41.818446)
Winchester,2010,172960.83,215293.67,0.91,709.46,575.42,0.0,0.0,3.0,85210.0,107000.0,0.81,21.0,185496.67,230764.19,0.93,POINT(-73.10450029832403 41.918742)
Meriden,2009,131221.65,158785.62,0.98,5949.0,884.77,11.0,9.0,17.0,102665.88,131935.29,0.87,68.0,138360.59,165498.21,1.0,POINT(-72.8070435 41.5381535)
Derby,2010,178325.0,192727.95,1.45,1197.55,836.0,3.0,3.0,4.0,136815.0,161250.0,0.87,18.0,187549.44,199723.06,1.58,POINT(-73.0890324 41.3223611)
Salisbury,2012,439530.0,517250.0,7.31,103.33,223.8,0.0,1.0,2.0,216850.0,217500.0,1.01,16.0,467365.0,554718.75,8.1,POINT(-73.4212318 41.983426)
Bozrah,2009,220610.0,259900.0,0.85,96.0,352.76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220610.0,259900.0,0.85,POINT(-72.168238 41.5505962)
Voluntown,2017,99570.0,39000.0,2.55,42.0,143.48,1.0,0.0,0.0,0.0,0.0,0.0,1.0,99570.0,39000.0,2.55,POINT(-71.8703497 41.5706544)
Milford,2017,205216.09,279128.26,0.76,2976.0,491.37,10.0,8.0,11.0,141479.09,212545.45,0.69,35.0,225247.71,300054.29,0.79,POINT(-73.0570603 41.2222218)
Beacon Falls,2012,142140.0,207290.83,0.7,154.5,253.75,0.0,0.0,2.0,188230.0,269900.0,0.7,22.0,137950.0,201599.09,0.7,POINT(-73.062608 41.4428745)
Wolcott,2012,168063.28,216550.0,0.84,923.97,523.24,5.0,1.0,2.0,138280.0,179250.0,0.76,30.0,170048.83,219036.67,0.84,POINT(-72.9867718 41.6023196)
Avon,2011,355259.24,445766.95,1.42,525.88,286.61,5.0,4.0,24.0,188110.42,226601.5,1.67,68.0,414252.94,523119.46,1.34,POINT(-72.8306541 41.8098209)
Enfield,2010,143649.1,171053.37,0.92,2676.65,512.22,8.0,2.0,17.0,134321.76,160390.59,0.86,94.0,145335.96,172981.74,0.93,POINT(-72.5755109 41.9789387)
Woodbury,2010,272225.38,312100.69,0.93,229.85,216.23,0.0,0.0,6.0,118798.33,115650.0,1.06,20.0,318253.5,371035.9,0.89,POINT(-73.2090025 41.5445404)
Eastford,2010,200380.0,108000.0,1.86,18.0,96.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,200380.0,108000.0,1.86,POINT(-72.0799095 41.902068)
Haddam,2011,252153.18,340823.32,0.86,198.27,239.07,0.0,1.0,0.0,0.0,0.0,0.0,22.0,252153.18,340823.32,0.86,POINT(-72.5120333 41.4773213)
Westbrook,2017,248530.0,311500.0,0.78,144.0,197.68,3.0,1.0,0.0,0.0,0.0,0.0,2.0,248530.0,311500.0,0.78,POINT(-72.4475874 41.285377)
East Granby,2016,176779.17,259898.08,0.7,128.0,233.16,4.0,0.0,5.0,147540.0,206580.0,0.71,19.0,184473.68,273929.16,0.7,POINT(-72.7273158 41.9412081)
Ridgefield,2009,545955.12,708339.31,0.8,270.0,98.93,7.0,2.0,5.0,210228.4,415000.0,0.56,47.0,581670.72,739545.62,0.83,POINT(-73.49345520437956 41.267211)
Greenwich,2014,1275725.61,2171025.07,0.88,1352.93,191.01,9.0,6.0,24.0,695884.17,929860.83,0.71,163.0,1361101.04,2353773.18,0.91,POINT(-73.6284598 41.0264862)
Hartford,2012,46646.85,167799.87,0.4,19985.22,1416.28,32.0,13.0,29.0,28201.14,103681.03,0.38,58.0,55869.71,199859.29,0.41,POINT(-72.6908547 41.764582)
Woodbury,2009,289196.0,401110.8,0.8,252.0,237.33,0.0,0.0,5.0,106682.0,128654.0,0.84,20.0,334824.5,469225.0,0.79,POINT(-73.2090025 41.5445404)
Weston,2012,642861.9,797375.98,0.86,117.57,100.92,4.0,0.0,1.0,931700.0,900000.0,1.04,41.0,635817.07,794872.95,0.86,POINT(-73.3812743 41.2021302)
Eastford,2014,156841.11,246277.78,0.82,31.0,165.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,156841.11,246277.78,0.82,POINT(-72.0799095 41.902068)
Goshen,2009,263216.25,370387.5,0.93,52.0,167.04,0.0,0.0,0.0,0.0,0.0,0.0,8.0,263216.25,370387.5,0.93,POINT(-73.2251145 41.8317624)
Wilton,2013,547024.03,866259.43,0.68,228.58,111.7,4.0,5.0,16.0,255276.88,475931.94,0.62,56.0,630380.36,977781.57,0.69,POINT(-73.4378988 41.1953739)
Roxbury,2013,644767.14,863635.71,0.94,37.5,151.32,0.0,0.0,0.0,0.0,0.0,0.0,14.0,644767.14,863635.71,0.93,POINT(-73.3088922 41.5568282)
Old Saybrook,2016,294978.33,421473.25,0.79,278.8,232.37,3.0,3.0,3.0,149566.67,207333.33,0.72,57.0,302631.58,432743.77,0.79,POINT(-72.3761956 41.2917652)
Southington,2011,191142.5,247639.29,1.4,2407.0,523.83,8.0,2.0,4.0,137900.0,173625.0,0.81,24.0,200016.25,259975.0,1.49,POINT(-72.8782941 41.6005435)
Fairfield,2013,423182.33,616833.86,1.26,3594.0,540.13,15.0,5.0,22.0,300300.0,474168.18,0.67,124.0,444984.03,642145.52,1.36,POINT(-73.2637258 41.1412078)
Norwalk,2011,380323.44,461216.37,0.99,6134.47,638.1,16.0,11.0,47.0,216824.26,223440.43,1.11,157.0,429269.06,532397.7,0.96,POINT(-73.4078968 41.1175966)
Morris,2017,321810.0,503666.67,0.64,30.0,112.62,0.0,0.0,1.0,280680.0,430000.0,0.65,2.0,342375.0,540500.0,0.64,POINT(-73.1962245 41.6842633)
Seymour,2014,142749.36,171683.62,1.13,525.66,293.4,4.0,1.0,9.0,140832.22,171155.56,0.84,38.0,143203.42,171808.68,1.2,POINT(-73.0741697 41.3943578)
Hampton,2012,185335.0,232500.0,0.8,33.0,161.85,1.0,0.0,0.0,0.0,0.0,0.0,2.0,185335.0,232500.0,0.8,POINT(-72.0547977 41.7839873)
Redding,2013,416236.36,558409.09,0.77,136.91,142.65,2.0,2.0,1.0,318100.0,502000.0,0.63,21.0,420909.52,561095.24,0.78,POINT(-73.3834532 41.3025956)
West Hartford,2014,204017.38,293691.43,0.73,4525.18,613.87,15.0,8.0,23.0,178920.0,256416.87,0.7,168.0,207453.33,298794.49,0.73,POINT(-72.7420399 41.7620447)
North Stonington,2009,174489.2,155493.3,1.76,204.0,354.01,2.0,0.0,0.0,0.0,0.0,0.0,10.0,174489.2,155493.3,1.76,POINT(-71.8807456 41.5172857)
East Haddam,2015,172362.5,254661.13,0.76,181.43,188.2,0.0,0.0,1.0,154000.0,203670.0,0.76,39.0,172833.33,255968.59,0.76,POINT(-72.4613902 41.4529215)
Madison,2017,489825.0,470329.25,1.07,258.0,124.77,5.0,0.0,5.0,321440.0,452000.0,0.71,23.0,526430.43,474313.87,1.15,POINT(-72.5983151 41.2794282)
Darien,2012,1057800.45,1384740.57,0.81,259.48,114.03,7.0,3.0,5.0,505540.0,887000.0,0.61,84.0,1090673.1,1414367.99,0.82,POINT(-73.4692873 41.0787079)
East Haddam,2009,208254.48,285925.17,1.19,379.0,393.95,0.0,0.0,4.0,203572.5,339350.0,0.61,25.0,209003.6,277377.2,1.28,POINT(-72.4613902 41.4529215)
Thomaston,2015,127558.42,167137.37,0.87,423.11,487.45,3.0,0.0,3.0,66826.67,74199.0,0.96,16.0,138945.63,184563.31,0.86,POINT(-73.073164 41.6739862)
Woodbury,2015,242303.43,307968.0,0.88,109.71,103.1,0.0,0.0,9.0,124175.56,128320.0,1.14,26.0,283193.85,370153.85,0.79,POINT(-73.2090025 41.5445404)
East Granby,2010,175730.77,230015.38,0.78,131.77,240.34,4.0,0.0,4.0,101650.0,128475.0,0.79,9.0,208655.56,275144.44,0.77,POINT(-72.7273158 41.9412081)
Canterbury,2010,170971.43,154889.29,2.13,132.43,244.18,2.0,0.0,0.0,0.0,0.0,0.0,14.0,170971.43,154889.29,2.13,POINT(-71.9710811 41.6984209)
Middlebury,2009,362305.71,355857.14,1.06,297.0,398.82,0.0,0.0,0.0,0.0,0.0,0.0,7.0,362305.71,355857.14,1.06,POINT(-73.1276107 41.5278742)
Eastford,2009,135830.0,83125.0,1.57,30.0,160.62,0.0,0.0,0.0,0.0,0.0,0.0,2.0,135830.0,83125.0,1.57,POINT(-72.0799095 41.902068)
Weston,2016,664765.52,934715.52,0.76,96.1,82.72,4.0,0.0,0.0,0.0,0.0,0.0,29.0,664765.52,934715.52,0.76,POINT(-73.3812743 41.2021302)
Redding,2016,364165.38,497403.88,0.74,202.38,211.37,2.0,2.0,1.0,143000.0,308000.0,0.46,25.0,373012.0,504980.04,0.75,POINT(-73.3834532 41.3025956)
Ridgefield,2010,558713.45,694527.26,0.84,220.01,80.51,7.0,2.0,5.0,183054.0,239250.0,0.8,87.0,580303.07,720692.62,0.84,POINT(-73.49345520437956 41.267211)
Clinton,2011,182752.63,231168.42,1.17,1008.89,664.56,3.0,0.0,4.0,88225.0,96625.0,0.86,34.0,193873.53,246997.06,1.2,POINT(-72.5275904 41.2787104)
Morris,2011,212125.0,241083.33,0.87,51.33,192.47,0.0,0.0,0.0,0.0,0.0,0.0,6.0,212125.0,241083.33,0.87,POINT(-73.1962245 41.6842633)
Voluntown,2011,200210.0,291350.0,0.69,69.0,235.37,1.0,0.0,0.0,0.0,0.0,0.0,2.0,200210.0,291350.0,0.69,POINT(-71.8703497 41.5706544)
Berlin,2014,171446.72,237355.55,0.72,1003.09,474.98,3.0,0.0,18.0,195967.22,244879.0,0.78,40.0,160412.5,233970.0,0.7,POINT(-72.7456519 41.621488)
Thomaston,2017,118428.33,157500.0,0.84,381.0,438.49,3.0,0.0,1.0,91560.0,123000.0,0.74,5.0,123802.0,164400.0,0.86,POINT(-73.073164 41.6739862)
Bloomfield,2012,162140.17,222965.63,0.88,1555.69,684.36,6.0,9.0,5.0,136136.0,175000.0,0.83,54.0,164547.96,227406.89,0.88,POINT(-72.7300945 41.826488)
Hartford,2009,43447.23,147516.48,0.4,21452.0,1528.43,32.0,13.0,15.0,22715.33,92905.67,0.42,50.0,49666.8,163899.72,0.39,POINT(-72.6908547 41.764582)
South Windsor,2015,167012.93,239775.8,0.73,1117.9,395.86,6.0,4.0,14.0,93564.29,138278.57,0.72,91.0,178312.73,255390.76,0.73,POINT(-72.5717551 41.8489872)
New Britain,2011,109961.68,112997.69,1.12,9752.73,1176.46,11.0,7.0,12.0,92195.83,120621.67,0.95,89.0,112357.08,111969.74,1.14,POINT(-72.7795419 41.6612104)
Meriden,2012,116292.17,147667.05,1.09,5349.58,791.39,11.0,9.0,19.0,91501.05,117336.84,1.31,88.0,121644.8,154215.61,1.04,POINT(-72.8070435 41.5381535)
Middletown,2011,157174.55,186818.91,0.94,3006.5,601.0,9.0,9.0,24.0,110862.5,126833.33,0.9,86.0,170098.84,203559.07,0.95,POINT(-72.6509061 41.5623178)
Roxbury,2011,902842.0,798625.0,1.36,54.0,218.06,0.0,0.0,0.0,0.0,0.0,0.0,10.0,902842.0,798625.0,1.36,POINT(-73.3088922 41.5568282)
Bethel,2013,204486.52,342382.35,0.8,521.98,248.97,5.0,2.0,18.0,181988.33,389594.56,0.53,28.0,218949.64,312031.64,0.97,POINT(-73.412668 41.372643)
Shelton,2016,188198.85,288167.56,0.7,1294.59,293.53,7.0,8.0,34.0,180333.82,287017.18,0.65,79.0,191583.8,288662.66,0.72,POINT(-73.150955 41.370196)
Seymour,2017,127934.62,182339.38,0.76,417.0,233.04,4.0,1.0,2.0,40600.0,83919.5,0.45,11.0,143813.64,200233.91,0.81,POINT(-73.0741697 41.3943578)
Naugatuck,2010,150105.11,152480.48,1.38,1948.27,543.89,9.0,1.0,13.0,100216.92,89223.08,1.28,75.0,158752.4,163445.09,1.4,POINT(-73.0509432 41.4860186)
Mansfield,2013,151181.59,180267.41,0.96,549.55,228.52,0.0,0.0,3.0,100310.0,187410.0,0.64,41.0,154903.9,179744.78,0.98,POINT(-72.2131565 41.7782147)
North Branford,2015,177195.59,226718.09,0.82,461.47,286.64,3.0,2.0,3.0,104633.33,147666.67,0.74,31.0,184217.74,234368.23,0.83,POINT(-72.7673198 41.3275971)
Guilford,2014,378869.51,475908.57,0.79,746.22,300.78,7.0,6.0,9.0,180715.56,265333.33,0.72,72.0,403638.75,502230.47,0.79,POINT(-72.6817616 41.2889866)
Wethersfield,2011,177219.78,224269.34,0.83,1286.85,422.46,7.0,0.0,9.0,145600.0,183634.44,0.8,82.0,180690.24,228729.27,0.83,POINT(-72.6525922 41.7142665)
Bridgeport,2011,134273.84,115898.46,1.68,20855.52,1289.66,29.0,8.0,47.0,99416.77,70260.66,1.98,119.0,148040.92,133923.47,1.56,POINT(-73.1887863 41.1792695)
Ellington,2013,181722.13,283737.13,0.74,201.32,134.26,5.0,0.0,11.0,84433.64,235363.18,0.53,36.0,211449.17,298518.06,0.8,POINT(-72.4698071 41.9039863)
Naugatuck,2009,156413.11,167586.97,1.02,1997.0,558.22,9.0,1.0,9.0,105142.22,122388.89,0.94,52.0,165286.92,175409.71,1.04,POINT(-73.0509432 41.4860186)
Torrington,2011,122809.3,125519.55,1.19,2702.48,662.36,5.0,8.0,14.0,104693.57,95415.71,1.5,57.0,127258.77,132913.47,1.11,POINT(-73.1212214 41.8006523)
Winchester,2015,139199.46,183388.54,1.01,622.41,504.49,0.0,0.0,6.0,85458.33,69416.67,1.43,31.0,149600.97,205447.61,0.93,POINT(-73.10450029832403 41.918742)
Mansfield,2010,167366.41,215143.77,0.8,608.82,254.09,0.0,0.0,9.0,143593.33,185833.33,0.84,30.0,174498.33,223936.9,0.79,POINT(-72.2131565 41.7782147)
Franklin,2009,165450.0,240000.0,0.69,138.0,651.38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165450.0,240000.0,0.69,POINT(-72.1459112 41.6089873)
Essex,2017,357022.22,551166.67,0.68,66.0,87.6,0.0,0.0,1.0,142500.0,197500.0,0.72,8.0,383837.5,595375.0,0.68,POINT(-72.3972094 41.3321522)
New London,2016,106838.93,156693.92,0.87,13459.7,537.68,7.0,5.0,7.0,72969.43,165364.86,0.61,53.0,111312.26,155548.7,0.9,POINT(-72.0997804 41.3556187)
Voluntown,2016,151652.22,184572.22,1.18,41.0,140.08,1.0,0.0,0.0,0.0,0.0,0.0,9.0,151652.22,184572.22,1.18,POINT(-71.8703497 41.5706544)
Waterford,2009,201253.48,246321.8,0.92,1659.0,750.29,3.0,5.0,5.0,134606.0,180200.0,0.75,41.0,209381.22,254385.44,0.94,POINT(-72.1519367 41.358659)
Canton,2009,261809.44,402923.28,0.67,366.0,358.66,4.0,0.0,4.0,145697.5,296125.0,0.55,14.0,294984.29,433437.07,0.71,POINT(-72.8937122 41.8245424)
Salisbury,2013,378104.71,499288.94,0.81,95.0,205.78,0.0,1.0,2.0,288650.0,320000.0,0.91,15.0,390032.0,523194.13,0.79,POINT(-73.4212318 41.983426)
Manchester,2010,147666.99,172368.93,0.94,5626.65,889.04,7.0,3.0,17.0,107041.18,124200.0,0.89,86.0,155697.67,181890.7,0.95,POINT(-72.5304550138903 41.7813345)
Preston,2014,151688.24,177855.29,1.42,96.0,176.65,1.0,0.0,0.0,0.0,0.0,0.0,17.0,151688.24,177855.29,1.42,POINT(-71.982138 41.5268022)
Bridgeport,2010,151795.38,203852.68,1.45,20594.54,1276.61,29.0,8.0,39.0,181825.72,107399.72,1.78,112.0,141338.39,237438.97,1.34,POINT(-73.1887863 41.1792695)
Union,2017,140275.0,222500.0,0.65,12.0,150.05,1.0,0.0,0.0,0.0,0.0,0.0,2.0,140275.0,222500.0,0.65,POINT(-72.1572992 41.9909296)
Hebron,2015,178043.94,230615.61,1.02,73.85,74.13,2.0,0.0,6.0,138296.67,228358.17,0.65,27.0,186876.67,231117.26,1.1,POINT(-72.3659161 41.6578767)
